datetime,variable,value
2015-12-01 23:59:59.000000,sleep_duration,10800000.0
2015-12-01 23:59:59.000000,sleep_duration,7800000.0
2015-12-01 23:59:59.000000,sleep_efficiency,97.0
2015-12-01 23:59:59.000000,sleep_efficiency,93.0
2015-12-02 23:59:59.000000,sleep_duration,17340000.0
2015-12-02 23:59:59.000000,sleep_duration,4500000.0
2015-12-02 23:59:59.000000,sleep_duration,8880000.0
2015-12-02 23:59:59.000000,sleep_efficiency,94.0
2015-12-02 23:59:59.000000,sleep_efficiency,88.0
2015-12-02 23:59:59.000000,sleep_efficiency,93.0
2015-12-03 23:59:59.000000,sleep_duration,18000000.0
2015-12-03 23:59:59.000000,sleep_duration,3840000.0
2015-12-03 23:59:59.000000,sleep_efficiency,93.0
2015-12-03 23:59:59.000000,sleep_efficiency,100.0
2015-12-04 23:59:59.000000,sleep_duration,28260000.0
2015-12-04 23:59:59.000000,sleep_efficiency,93.0
2016-01-21 23:59:59.000000,sleep_duration,3960000.0
2016-01-21 23:59:59.000000,sleep_efficiency,89.0
2016-01-22 23:59:59.000000,sleep_duration,17640000.0
2016-01-22 23:59:59.000000,sleep_efficiency,86.0
2016-01-23 23:59:59.000000,sleep_duration,11400000.0
2016-01-23 23:59:59.000000,sleep_duration,14820000.0
2016-01-23 23:59:59.000000,sleep_efficiency,89.0
2016-01-23 23:59:59.000000,sleep_efficiency,88.0
2016-01-24 23:59:59.000000,sleep_duration,12120000.0
2016-01-24 23:59:59.000000,sleep_duration,15120000.0
2016-01-24 23:59:59.000000,sleep_efficiency,89.0
2016-01-24 23:59:59.000000,sleep_efficiency,81.0
2016-01-25 23:59:59.000000,sleep_duration,24720000.0
2016-01-25 23:59:59.000000,sleep_duration,5160000.0
2016-01-25 23:59:59.000000,sleep_efficiency,92.0
2016-01-25 23:59:59.000000,sleep_efficiency,91.0
2016-01-26 23:59:59.000000,sleep_duration,15840000.0
2016-01-26 23:59:59.000000,sleep_duration,12060000.0
2016-01-26 23:59:59.000000,sleep_efficiency,93.0
2016-01-26 23:59:59.000000,sleep_efficiency,89.0
2016-01-27 23:59:59.000000,sleep_duration,13560000.0
2016-01-27 23:59:59.000000,sleep_duration,8100000.0
2016-01-27 23:59:59.000000,sleep_duration,5580000.0
2016-01-27 23:59:59.000000,sleep_efficiency,92.0
2016-01-27 23:59:59.000000,sleep_efficiency,92.0
2016-01-27 23:59:59.000000,sleep_efficiency,95.0
2016-01-28 23:59:59.000000,sleep_duration,14100000.0
2016-01-28 23:59:59.000000,sleep_duration,1020000.0
2016-01-28 23:59:59.000000,sleep_efficiency,95.0
2016-01-28 23:59:59.000000,sleep_efficiency,100.0
2016-01-29 23:59:59.000000,sleep_duration,6000000.0
2016-01-29 23:59:59.000000,sleep_duration,20040000.0
2016-01-29 23:59:59.000000,sleep_efficiency,95.0
2016-01-29 23:59:59.000000,sleep_efficiency,93.0
2016-01-30 23:59:59.000000,sleep_duration,5520000.0
2016-01-30 23:59:59.000000,sleep_duration,3900000.0
2016-01-30 23:59:59.000000,sleep_duration,9120000.0
2016-01-30 23:59:59.000000,sleep_duration,4260000.0
2016-01-30 23:59:59.000000,sleep_duration,6540000.0
2016-01-30 23:59:59.000000,sleep_efficiency,89.0
2016-01-30 23:59:59.000000,sleep_efficiency,85.0
2016-01-30 23:59:59.000000,sleep_efficiency,95.0
2016-01-30 23:59:59.000000,sleep_efficiency,94.0
2016-01-30 23:59:59.000000,sleep_efficiency,94.0
2016-01-31 23:59:59.000000,sleep_duration,4320000.0
2016-01-31 23:59:59.000000,sleep_duration,7080000.0
2016-01-31 23:59:59.000000,sleep_duration,4260000.0
2016-01-31 23:59:59.000000,sleep_duration,8160000.0
2016-01-31 23:59:59.000000,sleep_efficiency,90.0
2016-01-31 23:59:59.000000,sleep_efficiency,95.0
2016-01-31 23:59:59.000000,sleep_efficiency,93.0
2016-01-31 23:59:59.000000,sleep_efficiency,93.0
2016-02-01 23:59:59.000000,sleep_duration,14760000.0
2016-02-01 23:59:59.000000,sleep_duration,15120000.0
2016-02-01 23:59:59.000000,sleep_efficiency,90.0
2016-02-01 23:59:59.000000,sleep_efficiency,91.0
2016-02-02 23:59:59.000000,sleep_duration,7260000.0
2016-02-02 23:59:59.000000,sleep_duration,21540000.0
2016-02-02 23:59:59.000000,sleep_efficiency,98.0
2016-02-02 23:59:59.000000,sleep_efficiency,90.0
2016-02-03 23:59:59.000000,sleep_duration,14640000.0
2016-02-03 23:59:59.000000,sleep_duration,6600000.0
2016-02-03 23:59:59.000000,sleep_efficiency,97.0
2016-02-03 23:59:59.000000,sleep_efficiency,93.0
2016-02-04 23:59:59.000000,sleep_duration,8460000.0
2016-02-04 23:59:59.000000,sleep_duration,8220000.0
2016-02-04 23:59:59.000000,sleep_efficiency,97.0
2016-02-04 23:59:59.000000,sleep_efficiency,93.0
2016-02-05 23:59:59.000000,sleep_duration,15360000.0
2016-02-05 23:59:59.000000,sleep_duration,7800000.0
2016-02-05 23:59:59.000000,sleep_duration,3600000.0
